,Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,Season
2867,Garrett Temple,CHI,@POR,2021-01-05,W,28,14,5,10,50.0,4,9,44.4,0,0,-,0,1,1,0,3,1,2,1,5,2020-21
2868,Thaddeus Young,CHI,@POR,2021-01-05,W,23,10,4,8,50.0,1,2,50.0,1,1,100,2,6,8,4,0,0,3,4,2,2020-21
2869,Gary Harris,DEN,vs.MIN,2021-01-05,W,33,10,4,8,50.0,0,1,0.0,2,2,100,1,2,3,3,1,0,1,2,6,2020-21
2870,Facundo Campazzo,DEN,vs.MIN,2021-01-05,W,26,11,3,7,42.9,0,3,0.0,5,7,71.4,0,1,1,2,0,0,0,4,5,2020-21
2871,Will Barton,DEN,vs.MIN,2021-01-05,W,36,20,7,14,50.0,2,7,28.6,4,6,66.7,0,7,7,3,2,0,2,2,11,2020-21
2872,Jamal Murray,DEN,vs.MIN,2021-01-05,W,32,13,3,7,42.9,1,4,25.0,6,6,100,0,1,1,3,0,0,2,4,7,2020-21
2873,Anthony Edwards,MIN,@DEN,2021-01-05,L,26,15,6,19,31.6,1,7,14.3,2,2,100,1,2,3,1,0,0,3,1,-11,2020-21
2874,Naz Reid,MIN,@DEN,2021-01-05,L,10,2,1,2,50.0,0,0,-,0,0,-,0,0,0,0,0,0,2,5,-13,2020-21
2875,Monte Morris,DEN,vs.MIN,2021-01-05,W,25,4,1,3,33.3,1,3,33.3,1,4,25.0,1,0,1,2,3,0,0,0,4,2020-21
2876,PJ Dozier,DEN,vs.MIN,2021-01-05,W,16,3,1,3,33.3,0,1,0.0,1,2,50.0,0,5,5,1,0,1,2,3,-2,2020-21
2877,Jake Layman,MIN,@DEN,2021-01-05,L,14,7,2,3,66.7,1,2,50.0,2,2,100,0,1,1,1,0,1,1,3,-9,2020-21
2878,Malik Beasley,MIN,@DEN,2021-01-05,L,38,15,5,16,31.3,0,6,0.0,5,5,100,2,4,6,4,0,0,1,1,1,2020-21
2879,D'Angelo Russell,MIN,@DEN,2021-01-05,L,37,33,10,21,47.6,4,9,44.4,9,10,90.0,0,3,3,11,2,0,3,3,1,2020-21
2880,Ricky Rubio,MIN,@DEN,2021-01-05,L,21,0,0,3,0.0,0,1,0.0,0,0,-,0,4,4,2,1,0,2,5,-18,2020-21
2881,Paul Millsap,DEN,vs.MIN,2021-01-05,W,16,10,5,9,55.6,0,2,0.0,0,0,-,2,1,3,1,0,0,2,4,-2,2020-21
2882,JaMychal Green,DEN,vs.MIN,2021-01-05,W,20,17,5,8,62.5,3,3,100,4,6,66.7,1,5,6,1,0,0,1,3,-3,2020-21
2883,R.J. Hampton,DEN,vs.MIN,2021-01-05,W,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-4,2020-21
2884,Ed Davis,MIN,@DEN,2021-01-05,L,14,4,2,3,66.7,0,0,-,0,0,-,2,4,6,0,0,0,0,4,-4,2020-21
2885,Juancho Hernangomez,MIN,@DEN,2021-01-05,L,34,25,10,14,71.4,5,8,62.5,0,1,0.0,3,5,8,2,2,1,0,3,3,2020-21
2886,Jarred Vanderbilt,MIN,@DEN,2021-01-05,L,23,11,4,5,80.0,0,0,-,3,7,42.9,1,4,5,2,3,2,0,4,9,2020-21
2887,Jarrett Culver,MIN,@DEN,2021-01-05,L,22,4,2,5,40.0,0,1,0.0,0,0,-,1,5,6,1,0,0,2,2,6,2020-21
2888,Nikola Jokic,DEN,vs.MIN,2021-01-05,W,37,35,12,20,60.0,1,1,100,10,12,83.3,5,10,15,6,3,1,4,5,13,2020-21
2889,Kyle Anderson,MEM,vs.LAL,2021-01-05,L,29,10,4,10,40.0,1,3,33.3,1,1,100,0,5,5,2,1,0,1,0,-17,2020-21
2890,Gorgui Dieng,MEM,vs.LAL,2021-01-05,L,22,13,6,8,75.0,1,1,100,0,0,-,1,3,4,1,2,0,2,3,8,2020-21
2891,Jonas Valanciunas,MEM,vs.LAL,2021-01-05,L,26,13,4,13,30.8,0,1,0.0,5,5,100,2,9,11,2,1,1,4,1,-10,2020-21
2892,Montrezl Harrell,LAL,@MEM,2021-01-05,W,20,9,4,9,44.4,0,1,0.0,1,1,100,3,4,7,1,1,0,1,2,-13,2020-21
2893,Tyus Jones,MEM,vs.LAL,2021-01-05,L,32,8,3,8,37.5,1,4,25.0,1,2,50.0,0,0,0,8,2,1,1,0,-17,2020-21
2894,Dillon Brooks,MEM,vs.LAL,2021-01-05,L,29,13,5,13,38.5,3,5,60.0,0,1,0.0,1,4,5,2,2,0,0,3,-16,2020-21
2895,Grayson Allen,MEM,vs.LAL,2021-01-05,L,16,3,1,2,50.0,1,2,50.0,0,0,-,0,3,3,2,0,0,0,1,15,2020-21
2896,De'Anthony Melton,MEM,vs.LAL,2021-01-05,L,16,5,2,6,33.3,1,3,33.3,0,0,-,0,2,2,5,1,1,2,3,12,2020-21
2897,Brandon Clarke,MEM,vs.LAL,2021-01-05,L,29,12,5,11,45.5,1,2,50.0,1,2,50.0,1,2,3,1,3,1,0,2,-10,2020-21
2898,Desmond Bane,MEM,vs.LAL,2021-01-05,L,25,7,3,8,37.5,1,4,25.0,0,0,-,0,3,3,1,1,0,2,1,12,2020-21
2899,LeBron James,LAL,@MEM,2021-01-05,W,34,26,11,20,55.0,1,4,25.0,3,3,100,2,10,12,7,1,1,6,0,20,2020-21
2900,Kyle Kuzma,LAL,@MEM,2021-01-05,W,30,5,2,5,40.0,0,2,0.0,1,2,50.0,1,5,6,0,0,0,1,2,21,2020-21
2901,Talen Horton-Tucker,LAL,@MEM,2021-01-05,W,22,4,2,5,40.0,0,1,0.0,0,0,-,0,2,2,2,1,1,0,2,-22,2020-21
2902,Xavier Tillman,MEM,vs.LAL,2021-01-05,L,18,8,3,8,37.5,0,1,0.0,2,2,100,0,2,2,0,1,0,1,0,13,2020-21
2903,Marc Gasol,LAL,@MEM,2021-01-05,W,19,3,1,3,33.3,1,2,50.0,0,0,-,0,4,4,2,1,2,1,5,11,2020-21
2904,Wesley Matthews,LAL,@MEM,2021-01-05,W,30,4,1,4,25.0,1,4,25.0,1,1,100,1,2,3,1,0,1,0,0,-8,2020-21
2905,Markieff Morris,LAL,@MEM,2021-01-05,W,14,5,2,6,33.3,1,3,33.3,0,0,-,2,4,6,1,0,0,0,3,-10,2020-21
2906,Anthony Davis,LAL,@MEM,2021-01-05,W,34,26,10,20,50.0,4,10,40.0,2,3,66.7,0,10,10,4,3,3,4,0,12,2020-21
2907,Dennis Schroder,LAL,@MEM,2021-01-05,W,36,12,5,15,33.3,1,4,25.0,1,1,100,0,2,2,6,0,0,4,0,-1,2020-21
2908,Stephen Curry,GSW,vs.SAC,2021-01-04,W,31,30,9,18,50.0,5,12,41.7,7,7,100,0,9,9,8,0,0,2,3,26,2020-21
2909,James Wiseman,GSW,vs.SAC,2021-01-04,W,17,10,5,9,55.6,0,1,0.0,0,1,0.0,1,4,5,1,0,2,1,2,4,2020-21
2910,Andrew Wiggins,GSW,vs.SAC,2021-01-04,W,28,16,7,15,46.7,2,4,50.0,0,0,-,0,2,2,5,1,1,3,1,15,2020-21
2911,Marvin Bagley III,SAC,@GSW,2021-01-04,L,24,5,2,9,22.2,0,2,0.0,1,3,33.3,3,6,9,0,0,0,3,3,-26,2020-21
2912,Justin James,SAC,@GSW,2021-01-04,L,8,4,2,3,66.7,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,1,2020-21
2913,Jahmi'us Ramsey,SAC,@GSW,2021-01-04,L,5,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,0,2,2020-21
2914,Hassan Whiteside,SAC,@GSW,2021-01-04,L,12,8,2,5,40.0,0,0,-,4,5,80.0,1,1,2,0,0,3,1,0,-9,2020-21
2915,Nemanja Bjelica,SAC,@GSW,2021-01-04,L,16,2,0,4,0.0,0,3,0.0,2,2,100,0,3,3,2,0,0,1,0,-18,2020-21
2916,Cory Joseph,SAC,@GSW,2021-01-04,L,22,8,2,3,66.7,1,1,100,3,4,75.0,2,3,5,4,0,1,3,5,-30,2020-21
2917,Brad Wanamaker,GSW,vs.SAC,2021-01-04,W,17,5,2,6,33.3,1,2,50.0,0,0,-,0,1,1,4,0,0,0,2,5,2020-21
2918,Buddy Hield,SAC,@GSW,2021-01-04,L,30,10,3,12,25.0,3,11,27.3,1,2,50.0,0,6,6,1,0,1,2,2,-21,2020-21
2919,Damion Lee,GSW,vs.SAC,2021-01-04,W,20,3,1,3,33.3,1,3,33.3,0,0,-,0,6,6,3,0,0,0,2,10,2020-21
2920,De'Aaron Fox,SAC,@GSW,2021-01-04,L,31,18,7,17,41.2,2,4,50.0,2,4,50.0,0,4,4,7,3,1,3,3,-15,2020-21
2921,Jordan Poole,GSW,vs.SAC,2021-01-04,W,8,8,3,5,60.0,2,3,66.7,0,0,-,0,1,1,0,0,0,1,1,-1,2020-21
2922,Robert Woodard II,SAC,@GSW,2021-01-04,L,5,4,2,6,33.3,0,1,0.0,0,0,-,3,3,6,0,0,0,0,0,2,2020-21
2923,Kyle Guy,SAC,@GSW,2021-01-04,L,16,7,2,6,33.3,0,2,0.0,3,4,75.0,0,3,3,5,0,0,0,0,-3,2020-21
2924,Mychal Mulder,GSW,vs.SAC,2021-01-04,W,14,12,4,4,100,4,4,100,0,0,-,0,2,2,2,0,0,2,2,19,2020-21
2925,Eric Paschall,GSW,vs.SAC,2021-01-04,W,22,14,6,10,60.0,2,3,66.7,0,0,-,0,7,7,4,0,0,1,2,12,2020-21
2926,Chimezie Metu,SAC,@GSW,2021-01-04,L,5,7,3,4,75.0,1,1,100,0,0,-,0,0,0,0,0,0,0,0,2,2020-21
2927,Richaun Holmes,SAC,@GSW,2021-01-04,L,19,4,2,4,50.0,0,0,-,0,0,-,1,2,3,0,1,0,1,5,-10,2020-21
2928,Glenn Robinson III,SAC,@GSW,2021-01-04,L,19,8,1,4,25.0,1,3,33.3,5,6,83.3,0,2,2,0,0,0,0,2,-14,2020-21
2929,Harrison Barnes,SAC,@GSW,2021-01-04,L,30,18,5,12,41.7,1,5,20.0,7,8,87.5,1,8,9,1,1,0,0,0,-16,2020-21
2930,Nico Mannion,GSW,vs.SAC,2021-01-04,W,8,0,0,2,0.0,0,1,0.0,0,0,-,0,2,2,2,0,0,0,1,-1,2020-21
2931,Kevon Looney,GSW,vs.SAC,2021-01-04,W,12,11,5,6,83.3,0,0,-,1,2,50.0,1,2,3,2,0,0,0,3,19,2020-21
2932,Kelly Oubre Jr.,GSW,vs.SAC,2021-01-04,W,26,18,6,13,46.2,4,6,66.7,2,2,100,1,2,3,2,1,2,0,2,21,2020-21
2933,Kent Bazemore,GSW,vs.SAC,2021-01-04,W,16,5,2,3,66.7,1,2,50.0,0,0,-,0,2,2,3,0,1,0,4,13,2020-21
2934,Draymond Green,GSW,vs.SAC,2021-01-04,W,21,5,1,3,33.3,1,2,50.0,2,2,100,0,5,5,5,2,0,1,3,13,2020-21
2935,Domantas Sabonis,IND,@NOP,2021-01-04,W,35,19,9,16,56.3,1,3,33.3,0,0,-,1,10,11,7,0,2,5,6,-13,2020-21
2936,T.J. McConnell,IND,@NOP,2021-01-04,W,24,6,3,5,60.0,0,1,0.0,0,0,-,0,4,4,2,3,0,0,1,-1,2020-21
2937,JaKarr Sampson,IND,@NOP,2021-01-04,W,9,7,2,3,66.7,0,1,0.0,3,3,100,0,1,1,0,0,1,0,2,-1,2020-21
2938,Nickeil Alexander-Walker,NOP,vs.IND,2021-01-04,L,11,6,2,5,40.0,2,4,50.0,0,0,-,1,1,2,1,0,0,0,1,-7,2020-21
2939,Jaxson Hayes,NOP,vs.IND,2021-01-04,L,14,9,4,5,80.0,0,0,-,1,1,100,2,3,5,0,0,1,1,1,-6,2020-21
2940,Eric Bledsoe,NOP,vs.IND,2021-01-04,L,34,12,4,9,44.4,1,3,33.3,3,4,75.0,2,9,11,5,0,0,4,5,1,2020-21
2941,Josh Hart,NOP,vs.IND,2021-01-04,L,29,3,1,5,20.0,0,2,0.0,1,1,100,1,9,10,3,0,0,0,0,-9,2020-21
2942,Aaron Holiday,IND,@NOP,2021-01-04,W,20,3,1,5,20.0,1,4,25.0,0,0,-,0,2,2,0,0,0,0,2,-15,2020-21
2943,Zion Williamson,NOP,vs.IND,2021-01-04,L,35,24,9,19,47.4,0,0,-,6,8,75.0,4,6,10,2,1,1,3,2,18,2020-21
2944,JJ Redick,NOP,vs.IND,2021-01-04,L,33,3,1,9,11.1,1,6,16.7,0,0,-,1,0,1,1,0,0,1,1,-2,2020-21
2945,Justin Holiday,IND,@NOP,2021-01-04,W,45,9,3,9,33.3,3,6,50.0,0,0,-,3,4,7,5,1,1,3,5,11,2020-21
2946,Lonzo Ball,NOP,vs.IND,2021-01-04,L,38,18,7,11,63.6,4,6,66.7,0,0,-,0,6,6,6,0,0,4,5,-2,2020-21
2947,Malcolm Brogdon,IND,@NOP,2021-01-04,W,46,21,8,18,44.4,4,9,44.4,1,2,50.0,0,7,7,11,3,1,0,1,9,2020-21
2948,Brandon Ingram,NOP,vs.IND,2021-01-04,L,40,31,12,31,38.7,1,6,16.7,6,6,100,1,3,4,8,1,2,1,0,-6,2020-21
2949,Myles Turner,IND,@NOP,2021-01-04,W,23,17,7,11,63.6,2,3,66.7,1,2,50.0,0,2,2,0,1,3,1,6,-2,2020-21
2950,Doug McDermott,IND,@NOP,2021-01-04,W,29,11,4,9,44.4,3,7,42.9,0,0,-,1,2,3,1,0,0,3,3,14,2020-21
2951,Victor Oladipo,IND,@NOP,2021-01-04,W,36,25,8,17,47.1,5,11,45.5,4,6,66.7,0,5,5,6,2,0,2,1,8,2020-21
2952,Steven Adams,NOP,vs.IND,2021-01-04,L,31,10,4,7,57.1,0,0,-,2,4,50.0,4,4,8,0,3,0,4,5,3,2020-21
2953,DeMarcus Cousins,HOU,vs.DAL,2021-01-04,L,3,4,2,4,50.0,0,1,0.0,0,0,-,1,2,3,0,0,2,1,1,5,2020-21
2954,David Nwaba,HOU,vs.DAL,2021-01-04,L,29,5,2,6,33.3,1,3,33.3,0,4,0.0,0,2,2,1,1,0,0,3,-17,2020-21
2955,Jae'Sean Tate,HOU,vs.DAL,2021-01-04,L,25,8,3,6,50.0,1,1,100,1,1,100,2,4,6,0,0,0,1,3,5,2020-21
2956,Jalen Brunson,DAL,@HOU,2021-01-04,W,19,6,2,6,33.3,0,1,0.0,2,2,100,0,0,0,4,0,0,0,1,-4,2020-21
2957,Sterling Brown,HOU,vs.DAL,2021-01-04,L,16,5,1,5,20.0,1,4,25.0,2,2,100,0,1,1,0,0,0,0,1,7,2020-21
2958,Christian Wood,HOU,vs.DAL,2021-01-04,L,33,23,8,15,53.3,0,5,0.0,7,8,87.5,1,6,7,0,1,1,3,3,-18,2020-21
2959,Dwight Powell,DAL,@HOU,2021-01-04,W,15,2,1,2,50.0,0,0,-,0,0,-,2,0,2,0,1,1,0,3,-9,2020-21
2960,Trey Burke,DAL,@HOU,2021-01-04,W,9,3,1,5,20.0,1,3,33.3,0,0,-,0,1,1,0,0,0,1,3,-13,2020-21
2961,Tim Hardaway Jr.,DAL,@HOU,2021-01-04,W,31,30,11,14,78.6,8,10,80.0,0,0,-,0,7,7,2,0,0,2,1,18,2020-21
2962,John Wall,HOU,vs.DAL,2021-01-04,L,33,14,4,10,40.0,1,3,33.3,5,5,100,1,3,4,4,0,0,2,2,-13,2020-21
2963,Willie Cauley-Stein,DAL,@HOU,2021-01-04,W,24,15,5,7,71.4,0,0,-,5,6,83.3,2,5,7,2,1,1,0,4,18,2020-21
2964,Josh Richardson,DAL,@HOU,2021-01-04,W,31,15,4,10,40.0,2,7,28.6,5,5,100,1,0,1,0,1,0,1,6,15,2020-21
2965,Dorian Finney-Smith,DAL,@HOU,2021-01-04,W,33,9,3,8,37.5,2,5,40.0,1,1,100,1,3,4,1,1,1,1,3,22,2020-21
2966,Wes Iwundu,DAL,@HOU,2021-01-04,W,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,0,0,0,-4,2020-21
2967,Maxi Kleber,DAL,@HOU,2021-01-04,W,18,0,0,1,0.0,0,1,0.0,0,0,-,2,7,9,3,0,0,1,5,16,2020-21
2968,Luka Doncic,DAL,@HOU,2021-01-04,W,38,33,12,25,48.0,3,10,30.0,6,6,100,2,14,16,11,0,0,8,3,28,2020-21
2969,P.J. Tucker,HOU,vs.DAL,2021-01-04,L,35,0,0,1,0.0,0,1,0.0,0,0,-,1,3,4,0,0,0,2,3,-18,2020-21
2970,James Johnson,DAL,@HOU,2021-01-04,W,20,0,0,4,0.0,0,2,0.0,0,0,-,0,3,3,1,0,0,1,2,-22,2020-21
2971,Eric Gordon,HOU,vs.DAL,2021-01-04,L,26,20,5,12,41.7,4,10,40.0,6,6,100,1,4,5,2,1,1,1,2,10,2020-21
2972,Brodric Thomas,HOU,vs.DAL,2021-01-04,L,1,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,-1,2020-21
2973,Bruno Caboclo,HOU,vs.DAL,2021-01-04,L,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-1,2020-21
2974,James Harden,HOU,vs.DAL,2021-01-04,L,38,21,5,17,29.4,3,11,27.3,8,10,80.0,0,3,3,10,2,0,2,1,-24,2020-21
2975,Thanasis Antetokounmpo,MIL,vs.DET,2021-01-04,W,5,2,0,0,-,0,0,-,2,2,100,0,0,0,0,0,0,0,2,-9,2020-21
2976,Rodney McGruder,DET,@MIL,2021-01-04,L,5,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-9,2020-21
2977,Wayne Ellington,DET,@MIL,2021-01-04,L,25,13,5,7,71.4,3,4,75.0,0,0,-,0,4,4,2,1,0,0,1,-8,2020-21
2978,Mason Plumlee,DET,@MIL,2021-01-04,L,20,4,2,7,28.6,0,1,0.0,0,0,-,4,4,8,6,1,0,2,1,-8,2020-21
2979,Jordan Nwora,MIL,vs.DET,2021-01-04,W,8,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,0,0,0,2,1,-9,2020-21
2980,Bryn Forbes,MIL,vs.DET,2021-01-04,W,20,10,4,10,40.0,2,4,50.0,0,0,-,0,2,2,0,0,0,1,3,-11,2020-21
2981,Saddiq Bey,DET,@MIL,2021-01-04,L,31,9,3,8,37.5,1,6,16.7,2,2,100,0,3,3,0,0,0,0,2,-1,2020-21
2982,Killian Hayes,DET,@MIL,2021-01-04,L,13,7,3,7,42.9,1,3,33.3,0,0,-,0,0,0,1,0,0,3,1,-13,2020-21
2983,Isaiah Stewart,DET,@MIL,2021-01-04,L,20,4,2,3,66.7,0,0,-,0,0,-,0,2,2,1,1,1,0,4,-2,2020-21
2984,Jrue Holiday,MIL,vs.DET,2021-01-04,W,34,15,6,10,60.0,2,3,66.7,1,1,100,1,5,6,7,3,0,1,1,16,2020-21
2985,Jerami Grant,DET,@MIL,2021-01-04,L,34,24,10,25,40.0,4,10,40.0,0,0,-,0,4,4,3,1,3,2,2,-7,2020-21
2986,Khris Middleton,MIL,vs.DET,2021-01-04,W,36,19,7,10,70.0,2,4,50.0,3,4,75.0,0,9,9,4,0,0,6,0,12,2020-21
2987,Derrick Rose,DET,@MIL,2021-01-04,L,25,24,9,18,50.0,2,4,50.0,4,4,100,0,2,2,8,1,0,0,1,4,2020-21
2988,Giannis Antetokounmpo,MIL,vs.DET,2021-01-04,W,36,43,17,24,70.8,2,6,33.3,7,9,77.8,2,7,9,4,0,1,3,4,16,2020-21
2989,Donte DiVincenzo,MIL,vs.DET,2021-01-04,W,30,5,2,9,22.2,1,6,16.7,0,0,-,1,4,5,9,2,1,2,2,13,2020-21
2990,Bobby Portis,MIL,vs.DET,2021-01-04,W,23,10,5,8,62.5,0,1,0.0,0,0,-,3,5,8,1,0,0,0,0,5,2020-21
2991,Sekou Doumbouya,DET,@MIL,2021-01-04,L,23,13,4,13,30.8,3,6,50.0,2,2,100,0,2,2,1,2,0,0,3,-4,2020-21
2992,Delon Wright,DET,@MIL,2021-01-04,L,10,2,1,2,50.0,0,1,0.0,0,0,-,0,2,2,2,1,0,1,1,-1,2020-21
2993,Svi Mykhailiuk,DET,@MIL,2021-01-04,L,30,13,3,6,50.0,3,5,60.0,4,4,100,1,2,3,3,1,1,0,0,0,2020-21
2994,Brook Lopez,MIL,vs.DET,2021-01-04,W,30,8,3,7,42.9,2,6,33.3,0,0,-,0,7,7,1,1,2,3,4,7,2020-21
2995,Jahlil Okafor,DET,@MIL,2021-01-04,L,4,2,1,2,50.0,0,0,-,0,0,-,1,0,1,0,0,0,0,1,-1,2020-21
2996,D.J. Augustin,MIL,vs.DET,2021-01-04,W,19,11,4,5,80.0,3,3,100,0,0,-,0,1,1,6,0,0,1,1,10,2020-21
2997,Alex Len,TOR,vs.BOS,2021-01-04,L,9,0,0,1,0.0,0,0,-,0,0,-,0,2,2,1,0,0,1,2,-6,2020-21
2998,Stanley Johnson,TOR,vs.BOS,2021-01-04,L,11,0,0,1,0.0,0,1,0.0,0,0,-,0,2,2,2,3,0,2,1,-3,2020-21
2999,Pascal Siakam,TOR,vs.BOS,2021-01-04,L,33,22,7,15,46.7,2,5,40.0,6,7,85.7,2,4,6,3,0,1,1,5,-13,2020-21
3000,Aron Baynes,TOR,vs.BOS,2021-01-04,L,14,0,0,5,0.0,0,0,-,0,0,-,3,1,4,0,0,0,0,1,-4,2020-21
3001,Aaron Nesmith,BOS,@TOR,2021-01-04,W,10,0,0,3,0.0,0,2,0.0,0,0,-,0,2,2,0,0,0,0,4,-4,2020-21
3002,Grant Williams,BOS,@TOR,2021-01-04,W,24,14,5,9,55.6,3,4,75.0,1,1,100,2,4,6,0,0,3,3,5,28,2020-21
3003,Semi Ojeleye,BOS,@TOR,2021-01-04,W,30,12,4,9,44.4,3,5,60.0,1,2,50.0,1,7,8,1,0,0,1,3,8,2020-21
3004,Jaylen Brown,BOS,@TOR,2021-01-04,W,34,19,7,16,43.8,1,2,50.0,4,4,100,0,5,5,3,1,0,4,2,4,2020-21
3005,Malachi Flynn,TOR,vs.BOS,2021-01-04,L,16,0,0,6,0.0,0,4,0.0,0,0,-,0,0,0,1,1,0,0,1,-3,2020-21
3006,Daniel Theis,BOS,@TOR,2021-01-04,W,14,2,1,1,100,0,0,-,0,2,0.0,1,2,3,0,0,0,0,1,-6,2020-21
3007,Tristan Thompson,BOS,@TOR,2021-01-04,W,20,0,0,1,0.0,0,0,-,0,2,0.0,1,6,7,0,1,2,0,2,6,2020-21
3008,Jayson Tatum,BOS,@TOR,2021-01-04,W,32,40,11,19,57.9,5,8,62.5,13,13,100,0,6,6,2,0,2,1,5,24,2020-21
3009,OG Anunoby,TOR,vs.BOS,2021-01-04,L,30,10,3,8,37.5,1,4,25.0,3,5,60.0,0,0,0,1,1,0,1,4,-12,2020-21
3010,Terence Davis,TOR,vs.BOS,2021-01-04,L,17,13,4,8,50.0,1,2,50.0,4,4,100,1,1,2,3,1,0,1,2,5,2020-21
3011,Robert Williams III,BOS,@TOR,2021-01-04,W,20,11,4,5,80.0,0,0,-,3,3,100,6,9,15,0,1,2,3,1,-1,2020-21
3012,Tremont Waters,BOS,@TOR,2021-01-04,W,24,5,1,8,12.5,1,4,25.0,2,2,100,1,1,2,5,0,0,4,4,-17,2020-21
3013,Payton Pritchard,BOS,@TOR,2021-01-04,W,32,23,8,13,61.5,2,4,50.0,5,5,100,0,2,2,8,0,0,3,2,18,2020-21
3014,Norman Powell,TOR,vs.BOS,2021-01-04,L,16,4,1,6,16.7,0,2,0.0,2,4,50.0,0,0,0,0,1,0,0,2,-15,2020-21
3015,Kyle Lowry,TOR,vs.BOS,2021-01-04,L,33,18,5,13,38.5,1,5,20.0,7,8,87.5,0,5,5,5,2,0,1,4,-5,2020-21
3016,Yuta Watanabe,TOR,vs.BOS,2021-01-04,L,4,3,1,1,100,1,1,100,0,0,-,0,1,1,0,0,0,0,0,7,2020-21
3017,Fred VanVleet,TOR,vs.BOS,2021-01-04,L,33,35,13,20,65.0,6,9,66.7,3,4,75.0,1,7,8,3,2,0,2,2,-9,2020-21
3018,Chris Boucher,TOR,vs.BOS,2021-01-04,L,21,9,2,6,33.3,1,4,25.0,4,6,66.7,1,5,6,1,2,2,1,1,-4,2020-21
3019,Paul Watson,TOR,vs.BOS,2021-01-04,L,3,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,1,0,1,2,2020-21
3020,Immanuel Quickley,NYK,@ATL,2021-01-04,W,19,16,4,7,57.1,2,3,66.7,6,6,100,0,2,2,1,1,1,1,2,17,2020-21
3021,De'Andre Hunter,ATL,vs.NYK,2021-01-04,L,37,23,9,15,60.0,3,6,50.0,2,3,66.7,1,7,8,1,0,1,0,2,-3,2020-21
3022,RJ Barrett,NYK,@ATL,2021-01-04,W,44,26,10,19,52.6,1,5,20.0,5,7,71.4,1,10,11,5,2,0,0,2,13,2020-21
3023,Trae Young,ATL,vs.NYK,2021-01-04,L,40,31,9,22,40.9,1,6,16.7,12,15,80.0,1,1,2,14,1,0,8,3,7,2020-21
3024,Kevin Knox II,NYK,@ATL,2021-01-04,W,18,6,2,3,66.7,2,3,66.7,0,0,-,0,0,0,2,0,1,1,4,4,2020-21
3025,Kevin Huerter,ATL,vs.NYK,2021-01-04,L,31,9,4,12,33.3,1,6,16.7,0,0,-,1,1,2,3,1,0,0,2,-8,2020-21
3026,Clint Capela,ATL,vs.NYK,2021-01-04,L,31,12,5,7,71.4,0,0,-,2,2,100,2,10,12,0,0,1,0,3,-1,2020-21
3027,Julius Randle,NYK,@ATL,2021-01-04,W,43,28,11,19,57.9,0,5,0.0,6,8,75.0,4,13,17,9,1,0,7,2,5,2020-21
3028,Austin Rivers,NYK,@ATL,2021-01-04,W,33,8,3,6,50.0,2,3,66.7,0,0,-,0,2,2,1,1,0,1,4,4,2020-21
3029,Mitchell Robinson,NYK,@ATL,2021-01-04,W,28,8,4,7,57.1,0,0,-,0,0,-,4,3,7,0,4,2,1,3,-5,2020-21
3030,Elfrid Payton,NYK,@ATL,2021-01-04,W,29,14,6,18,33.3,0,0,-,2,2,100,2,1,3,5,0,2,2,3,-11,2020-21
3031,Reggie Bullock,NYK,@ATL,2021-01-04,W,26,7,3,6,50.0,0,2,0.0,1,2,50.0,0,3,3,3,0,0,2,1,-2,2020-21
3032,Brandon Goodwin,ATL,vs.NYK,2021-01-04,L,8,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,0,-12,2020-21
3033,Bogdan Bogdanovic,ATL,vs.NYK,2021-01-04,L,19,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,3,0,0,1,4,-13,2020-21
3034,Solomon Hill,ATL,vs.NYK,2021-01-04,L,11,2,0,1,0.0,0,0,-,2,2,100,2,0,2,0,0,0,0,0,-1,2020-21
3035,John Collins,ATL,vs.NYK,2021-01-04,L,33,18,8,15,53.3,2,4,50.0,0,0,-,3,5,8,1,2,0,1,3,11,2020-21
3036,Cam Reddish,ATL,vs.NYK,2021-01-04,L,30,10,4,11,36.4,2,6,33.3,0,1,0.0,0,4,4,1,0,0,2,4,-5,2020-21
3037,Hamidou Diallo,OKC,@MIA,2021-01-04,L,17,9,3,3,100,0,0,-,3,4,75.0,1,2,3,1,0,0,2,2,-17,2020-21
3038,Duncan Robinson,MIA,vs.OKC,2021-01-04,W,33,12,4,11,36.4,4,10,40.0,0,0,-,0,4,4,3,1,0,2,2,21,2020-21
3039,Isaiah Roby,OKC,@MIA,2021-01-04,L,24,3,1,5,20.0,1,3,33.3,0,0,-,1,1,2,2,0,1,1,1,-20,2020-21
